id,y,big__big_f_bp_0_500__meanch,big__big_f_bp_0_500__stdch,big__big_f_bp_10000_20000__meanch,big__big_f_bp_10000_20000__stdch,big__big_f_bp_2000_5000__meanch,big__big_f_bp_2000_5000__stdch,big__big_f_bp_5000_10000__meanch,big__big_f_bp_5000_10000__stdch,big__big_f_bp_500_2000__meanch,big__big_f_bp_500_2000__stdch,big__big_f_f_dom__meanch,big__big_f_f_dom__stdch,big__big_f_rolloff_85__meanch,big__big_f_rolloff_85__stdch,big__big_f_spec_bw__meanch,big__big_f_spec_bw__stdch,big__big_f_spec_centroid__meanch,big__big_f_spec_centroid__stdch,big__big_f_spec_entropy__meanch,big__big_f_spec_entropy__stdch,big__big_t_crest__meanch,big__big_t_crest__stdch,big__big_t_energy__meanch,big__big_t_energy__stdch,big__big_t_kurt__meanch,big__big_t_kurt__stdch,big__big_t_maxabs__meanch,big__big_t_maxabs__stdch,big__big_t_mean__meanch,big__big_t_mean__stdch,big__big_t_ptp__meanch,big__big_t_ptp__stdch,big__big_t_rms__meanch,big__big_t_rms__stdch,big__big_t_skew__meanch,big__big_t_skew__stdch,big__big_t_std__meanch,big__big_t_std__stdch,big__big_t_zcr__meanch,big__big_t_zcr__stdch,big__big_tf_stft_0_500_mean__meanch,big__big_tf_stft_0_500_mean__stdch,big__big_tf_stft_0_500_std__meanch,big__big_tf_stft_0_500_std__stdch,big__big_tf_stft_10000_20000_mean__meanch,big__big_tf_stft_10000_20000_mean__stdch,big__big_tf_stft_10000_20000_std__meanch,big__big_tf_stft_10000_20000_std__stdch,big__big_tf_stft_2000_5000_mean__meanch,big__big_tf_stft_2000_5000_mean__stdch,big__big_tf_stft_2000_5000_std__meanch,big__big_tf_stft_2000_5000_std__stdch,big__big_tf_stft_5000_10000_mean__meanch,big__big_tf_stft_5000_10000_mean__stdch,big__big_tf_stft_5000_10000_std__meanch,big__big_tf_stft_5000_10000_std__stdch,big__big_tf_stft_500_2000_mean__meanch,big__big_tf_stft_500_2000_mean__stdch,big__big_tf_stft_500_2000_std__meanch,big__big_tf_stft_500_2000_std__stdch,big__big_tf_stft_mag_mean__meanch,big__big_tf_stft_mag_mean__stdch,big__big_tf_stft_mag_std__meanch,big__big_tf_stft_mag_std__stdch,big__big_w_wav_E_L0__meanch,big__big_w_wav_E_L0__stdch,big__big_w_wav_E_L1__meanch,big__big_w_wav_E_L1__stdch,big__big_w_wav_E_L2__meanch,big__big_w_wav_E_L2__stdch,big__big_w_wav_E_L3__meanch,big__big_w_wav_E_L3__stdch,big__big_w_wav_E_L4__meanch,big__big_w_wav_E_L4__stdch
good/蛋19.xlsx,0,7.563530348728703e-08,3.261453726739142e-09,8.179343840012299e-07,7.089028506994284e-09,2.6535035277849785e-07,2.2748626922917683e-09,1.2653295039469949e-06,6.210528404418813e-08,1.0549753451710647e-07,6.748459534163196e-09,6445.3125,23.4375,21867.1875,304.6875,6989.3953619673675,93.6138233400552,11514.448774762699,246.12030944685011,5.425079390192526,0.0328021094048383,7.562143823529589,2.49906538521848,0.014673353229166746,0.0002826865625000178,2.7399155383812164,0.8896080872129999,0.013263229166666779,0.00449656250000019,8.571846935960063e-17,1.3068250185691948e-16,0.021499999999999964,0.0045000000000000595,0.0017483320379961835,1.6842634171958964e-05,-0.07621106702439627,0.044563918524096996,0.0017483320379961835,1.6842634171958964e-05,0.42696395082308813,0.0012502604709314358,8.117590842093371e-05,3.7274516091284437e-06,5.9325031052870574e-05,2.310649615053105e-06,6.391843927057686e-05,2.4568760525268656e-06,3.998248199013755e-05,6.615790016571486e-07,6.929499246171289e-05,5.025645209924822e-07,4.0718503105044664e-05,1.7327725828089288e-06,9.361202536906096e-05,1.2390808349796464e-06,9.438463459913245e-05,9.612343094303648e-07,5.931053229889074e-05,6.316170107220978e-07,3.6899569081952284e-05,6.923692466226573e-07,7.298715543598125e-05,1.645842491894203e-06,6.2447939375967e-05,1.896791537474017e-07,0.0007642220230109777,1.642919205132416e-05,0.0005395277782937524,6.344698124067269e-06,0.002518769949453439,2.9085549422990485e-05,0.00483512280610888,0.00019195601741273756,0.006106353118217282,0.00010639233513974914
good/蛋2.xlsx,0,5.750531296509795e-08,9.208887123559912e-09,8.202981764966224e-07,6.939028280338707e-08,2.701523208607679e-07,1.1130001327420425e-08,1.3053651299463546e-06,9.439148565235653e-08,8.548042595659677e-08,1.636979927580824e-09,6445.3125,23.4375,22078.125,0.0,6886.88826171897,84.00986119434538,11526.589453375684,43.85874485122167,5.376858187289672,0.03923263311804304,5.932167859617988,0.08047045869874836,0.014991211979166814,3.6412812499997393e-05,2.34458352926193,0.0893787170770417,0.010483437500000026,0.00012947916666661285,4.077756650862814e-17,7.17712926127471e-17,0.019999999999999907,0.0010000000000000009,0.001767247734706707,2.146275945128038e-06,-0.13767779450197976,0.07648183390974833,0.001767247734706707,2.146275945128038e-06,0.4090435507397374,0.007293186080433417,7.65610689195726e-05,2.8982893013381397e-06,4.579786327608604e-05,1.281875113976005e-06,6.400866716884701e-05,8.885948676859082e-07,4.0359769111701584e-05,5.057079400783578e-07,6.99131330282167e-05,7.56690061862616e-07,3.933530048796914e-05,8.698962654771195e-07,9.543536579176916e-05,7.79027276064227e-07,9.61023457092606e-05,1.4685267932027353e-07,5.6076037359782677e-05,7.194466263535234e-07,3.085305464041872e-05,8.567664065548137e-07,7.315327052565721e-05,1.347633058091936e-07,6.212474573595601e-05,9.704448847091087e-07,0.0006558218694888052,7.702479573054843e-05,0.0005088589944213139,1.1967499928622794e-05,0.0025565452078853417,6.277053941777149e-05,0.005147300747895622,4.85367989900105e-05,0.006243852735231795,7.804593631577069e-05
good/蛋20.xlsx,0,7.142945174939356e-08,5.2378402247532564e-09,8.613930448103853e-07,4.994916203566641e-08,2.7286366318069296e-07,3.2166696647174817e-09,1.3582390639486345e-06,1.6616620871633028e-08,1.066811643454603e-07,7.274865417911237e-09,6445.3125,23.4375,22125.0,46.875,7030.493104966385,19.090947386753214,11698.15467705278,211.9212351755068,5.416855751439293,0.022578672556595958,5.423877891694761,0.2538526550061402,0.01534655958333342,0.0002006270833333438,2.107759174931269,0.012605455693320167,0.009701041666666632,0.0005172916666665861,2.838007606698056e-17,2.5280703456568667e-17,0.01849999999999996,0.0004999999999999449,0.001788033361622205,1.1688067439037902e-05,-0.217561198133432,0.04947019564423412,0.001788033361622205,1.1688067439037902e-05,0.436340904355074,0.005209418628880996,7.92100775486471e-05,8.260938582518271e-07,5.533156086133554e-05,4.429345522968338e-07,6.490975228725742e-05,5.343831879091023e-07,3.951005331427328e-05,6.682582299399855e-07,6.89279636923416e-05,3.6444835322439154e-07,4.22376591452307e-05,1.9736033623565807e-06,9.393240283823867e-05,7.505698903838778e-07,9.580938457499588e-05,5.09181138051991e-07,5.799171950209546e-05,1.6224333060509645e-06,3.769763847455761e-05,4.570365810038875e-07,7.371340731300272e-05,1.1446525609168845e-07,6.26722143315982e-05,3.6891981887402246e-07,0.0007531335354373765,1.2399073752871446e-05,0.0005092296149399422,1.1770394918164445e-05,0.002584241782889074,3.4801518527299976e-05,0.005137639022234872,0.0001698280902564771,0.006455876702175631,7.4502052332804485e-06
good/蛋21.xlsx,0,8.531702474843509e-08,1.8735979310461815e-08,8.932760556439471e-07,2.9059219234581377e-08,3.1247555449217624e-07,4.086745106478768e-09,1.4289865515698154e-06,6.872448284656004e-09,1.2939825077269912e-07,2.3490242029967528e-08,6468.75,0.0,22101.5625,70.3125,7068.739806764985,137.73999756675175,11511.553558007485,120.89290450274348,5.3908541905628,0.029351948970411712,8.391171758631145,2.4044959055567077,0.0161533723958334,0.00016837239583334697,3.2734671435528035,1.3782991989083113,0.015416145833333283,0.00449114583333321,-7.908026085819606e-17,1.8371878092911705e-16,0.025000000000000022,0.0050000000000000044,0.0018344466486543108,9.560807475925462e-06,-0.08831727422590685,0.16388524346478694,0.0018344466486543108,9.560807475925462e-06,0.4243592415086476,0.007188997707855804,8.382167722091586e-05,8.987108637705664e-06,6.414558766692823e-05,6.433630022333214e-06,6.558850520350251e-05,6.628603916173558e-07,4.053584876958865e-05,7.742793953114755e-07,7.37776874851269e-05,8.249023781722504e-07,4.367423149072675e-05,2.6732941964304884e-07,9.767328029514836e-05,3.098089498838587e-07,9.712646761327837e-05,5.329890260409909e-07,5.9908018175703045e-05,1.276171185503455e-06,4.111100840469368e-05,6.003245385737727e-06,7.579657056783673e-05,9.356296789607101e-07,6.397415727424359e-05,2.001103270535444e-06,0.000855495795778893,0.0001531399270034183,0.0005680890392759331,5.757458847561949e-07,0.002806077281041039,5.739905186595627e-05,0.005337862277100907,5.7417171678569075e-05,0.006657890612420461,0.00012125123197016937
good/蛋22.xlsx,0,1.9047415584226838e-06,5.246302533681129e-07,8.469053466774385e-07,1.7741289341535559e-09,4.2039080934415805e-07,9.318604209922625e-08,1.2843676042545022e-06,3.598780200713833e-08,2.3776029518263053e-06,1.3669510306842917e-06,398.4375,210.9375,13804.6875,4054.6875,7020.860963776775,594.7505531620504,5576.0278074736725,1457.0435756508118,4.762442614505502,0.28932534254501974,9.433648078242811,2.1836859230914576,0.03122231791666677,0.007666081250000005,19.28248011323103,13.79538969232832,0.024563958333333358,0.008503124999999945,-1.8434328138046867e-17,1.184469189396964e-16,0.04800000000000004,0.016000000000000014,0.0025308281054239436,0.00031552918528797804,-0.26336978029496927,0.38358285961946254,0.0025308281054239436,0.0003155291852879778,0.3963325692852678,0.0054177953740362494,0.0002108149027153308,4.180800032806473e-06,0.00038540812280995216,5.855404999147984e-05,6.549910593102977e-05,2.2418514528398825e-07,3.887569914620478e-05,4.4343358848763617e-07,7.959113653910755e-05,2.3094809952624738e-06,4.880902849168444e-05,8.619922748834644e-06,9.542673465857484e-05,8.155888243337449e-07,9.086482479538592e-05,1.962053723258683e-06,0.00012130361554716401,1.0698383320469473e-05,0.00024334327380790103,6.931884585032366e-05,8.227446497926102e-05,4.4429505423217023e-07,0.0001059887852717758,1.5344728696929418e-05,0.016098412118854273,0.007921944951635252,0.0011707948533221072,1.1055356486075084e-05,0.002808007161360328,6.946394024998212e-05,0.004996164027246189,0.00011779792785373546,0.006232679086221598,0.00010361587400802875
good/蛋23.xlsx,0,4.396287316216557e-07,1.403337058438272e-07,8.797548687763088e-07,3.8406540804418223e-08,2.7571166084799085e-07,9.431420364639705e-09,1.2793007758147391e-06,6.058839756947205e-08,4.1494437620819437e-07,5.0923654338762677e-08,6468.75,46.875,20929.6875,117.1875,7598.79321280727,157.66632993815938,9619.885114199704,437.6745960699018,5.373851381091294,0.06467703683535708,6.372567035291652,0.15424327764471135,0.0182036914583334,0.000607066666666661,3.609840057260847,0.29319331569966245,0.012413333333333276,0.0005072916666665206,-8.252657816380331e-17,9.177843670234629e-17,0.02300000000000002,1.1102230246251565e-16,0.0019471468899236004,3.247629207552569e-05,-0.1012145641196878,0.009263293110361885,0.0019471468899236004,3.247629207552569e-05,0.4252969368618462,0.00041675349031050635,0.00012151514941865872,1.1566206669915323e-05,0.00017613060962134953,3.115803852229167e-05,6.629231320446767e-05,1.3431152571683898e-06,4.0372564995724426e-05,2.796632969003883e-07,7.013052760413896e-05,1.0852542398516384e-06,4.014703360643992e-05,2.4836708063957514e-07,9.5367429905362e-05,1.7676009535280346e-06,9.234432373940389e-05,9.028232231794974e-07,7.776073934955794e-05,2.7432200615489977e-06,8.990249665327452e-05,9.38829594248538e-06,7.677591675013018e-05,2.9605617670500994e-07,6.92629238897138e-05,2.496530594925687e-06,0.0034438830404954724,0.0007691735357968534,0.0006660621575684551,5.4850112982943536e-05,0.0025432200925688472,0.00012850634416523084,0.005130235264684523,5.403694055927059e-06,0.006493335659187945,6.043755768552969e-05
good/蛋24.xlsx,0,1.8280253140679328e-07,3.084950026501747e-08,8.321898899898386e-07,4.4922106708663416e-08,3.1110590651632387e-07,5.60487231205942e-09,1.2240324069557014e-06,1.2998464426934527e-08,1.421989600268917e-07,1.9890631186704578e-08,6421.875,0.0,21796.875,140.625,7227.812875948518,40.85013042646824,10854.808259479518,170.1208335894935,5.465253017344428,0.0019221765304715532,7.508984216557176,1.553373179975189,0.016404498958333406,0.000334134166666656,2.365304823521371,0.3214003017068112,0.01391020833333334,0.0030129166666665874,3.4995154922038786e-17,8.148574407821721e-17,0.022499999999999964,0.0035000000000000586,0.0018485803862532946,1.8828308803846023e-05,-0.036733186266338445,0.03898842840222317,0.0018485803862532946,1.8828308803846023e-05,0.4359241508647635,0.005626172119191475,9.748058687009456e-05,3.98062758710264e-06,0.00011262737130338782,7.151323748287144e-06,6.648106120785586e-05,1.9137522021699024e-06,4.2996453156151905e-05,6.321164198929555e-07,7.577656161945297e-05,1.7871861104885265e-06,4.5887416441493434e-05,2.006175434606845e-06,9.553263971972377e-05,1.0200592886396855e-06,9.56051946372178e-05,2.666279281550839e-07,6.413869374714221e-05,2.974871683915657e-06,4.531809820517587e-05,3.7069926390338207e-06,7.664979522221526e-05,7.047929572518883e-07,6.697578728925201e-05,5.19360295288104e-07,0.0013165363266329972,1.1687694460349603e-05,0.0005931214525912506,6.464737894562047e-05,0.002633859706634081,0.00017410608501677445,0.005255621178622433,0.00011899045009119286,0.0066992936202212566,0.00030363307944548555
good/蛋25.xlsx,0,2.777477364470444e-07,1.3736511117802125e-10,9.196061991096285e-07,6.936418395164142e-08,3.155814234378623e-07,3.2396076529423867e-09,1.3085577131262726e-06,9.70247224193392e-08,3.3083166515725136e-07,5.710463126181817e-08,6468.75,0.0,21515.625,468.75,7449.791948110218,60.22936950186977,10276.634796910746,170.80266053173364,5.416894047255645,0.005919363570789926,11.004853909542561,5.097488732125352,0.017104086458333417,0.0007876366666666641,9.090849737304946,6.968102402174412,0.0209897916666667,0.010098333333333431,-4.993690646178569e-17,1.5982585625332982e-17,0.03149999999999997,0.010500000000000065,0.0018871834201393753,4.3475099047368356e-05,-0.676075504073625,0.4903902436472316,0.0018871834201393755,4.3475099047368465e-05,0.42144196707647424,0.004896853511148158,0.00010927676190412637,2.6919032135809995e-06,0.0001427917842469459,1.4630555846838244e-06,6.68278711053815e-05,4.0500593463857736e-07,4.0723251011117134e-05,1.5932719529558347e-06,7.316550861501529e-05,6.376257518328786e-07,4.532521450373259e-05,5.8069104003462746e-08,9.294351925908406e-05,1.4373351810821557e-06,9.297999046426538e-05,2.61648302996471e-06,7.383476424005598e-05,4.613970784490648e-06,8.332631743424959e-05,1.1010304168441083e-05,7.628480709423968e-05,8.380694202651714e-07,6.762696055981121e-05,2.4679269250664555e-06,0.0021849028621533408,0.00013010647984031684,0.0007153464720408029,6.112297138042715e-05,0.002867593255692266,2.4232304754249513e-05,0.004832748306369385,0.00017733531476960256,0.006545488666691296,0.0003842927546262053
good/蛋26.xlsx,0,7.210015195907335e-08,6.381273849850186e-09,8.828476717814228e-07,2.0551056881952596e-08,3.481552409858726e-07,4.146396153085108e-08,1.3648249295495289e-06,9.618030744022574e-09,1.1484265698060812e-07,1.8792132661362415e-09,6445.3125,23.4375,22078.125,46.875,7034.622221185205,65.72982614548528,11485.874792538096,96.0585200591131,5.436569926939031,0.02800016112311754,8.052077600872149,1.3009890842305092,0.015538722916666746,0.00021697625000001615,2.710576742173724,0.6363195394158341,0.014503541666666564,0.002441875000000149,1.320240213450082e-16,5.958196898821673e-17,0.023499999999999965,0.0025000000000000577,0.001799187631396833,1.256216545396534e-05,-0.1477275581478049,0.1467892384558678,0.0017991876313968329,1.2562165453965232e-05,0.43165242758908107,0.005730360491769115,8.146133676560952e-05,5.502896491520799e-06,5.169364952640264e-05,8.067343124935646e-07,6.511144438162749e-05,3.7379600241464235e-07,3.9557801424922954e-05,7.497322528074133e-07,7.565061851700397e-05,4.4277043143063025e-06,4.513520900862446e-05,1.9555672183354833e-06,9.43915195614617e-05,8.274653385957381e-07,9.554037160784161e-05,4.2453599575327587e-07,6.198365362633233e-05,3.0766596179741557e-07,3.833972368238778e-05,2.191078856799952e-06,7.483342413547858e-05,5.890675098349388e-07,6.219834028105116e-05,7.936995172759968e-07,0.0008195046100682411,7.096541385124899e-05,0.000587552663499665,0.00011024649169723923,0.0028110286788463747,5.90974382535781e-05,0.005140539424690395,3.603774026154872e-05,0.006323534362525407,0.00012694698748634634
good/蛋27.xlsx,0,1.5884703753796497e-07,5.753208810524948e-08,8.603663344074463e-07,4.3516484488710495e-08,3.015755178094338e-07,1.0689756435753228e-08,1.2770468860266214e-06,2.1167438386269835e-08,1.3710471616379297e-07,1.8848934563354385e-08,6468.75,0.0,21539.0625,23.4375,7082.705227332535,126.81017219938713,10877.241480687582,105.05335156608999,5.4808973563153565,0.027684630095553775,6.644290462470153,0.4197983003275687,0.015370134479166726,0.0006497353124999983,1.9053737029604325,0.04802773065638499,0.011902812499999915,0.0010023958333332805,-5.488665077990618e-17,5.3545131291817446e-17,0.019999999999999907,0.0010000000000000009,0.0017890444907301525,3.783067557538923e-05,-0.11068535551881581,0.0035683635332852057,0.0017890444907301525,3.783067557538923e-05,0.42290060429256093,0.004896853511148158,9.396965373939729e-05,2.3227140371938153e-06,0.00010319354686271019,3.086328258148848e-05,6.621947923538576e-05,1.2444906060372717e-06,3.809769017318669e-05,7.952224561514255e-07,7.170572315959588e-05,6.200347869380439e-07,4.108905332969236e-05,1.6796980424695795e-06,9.433723376103063e-05,1.8354723143278718e-06,9.249320626356712e-05,5.36846740417402e-07,6.159491338965226e-05,7.732846369435969e-07,4.753056622562109e-05,9.908747225931454e-06,7.48028964640979e-05,1.069223204554482e-06,6.131022172730433e-05,1.932809283788127e-06,0.0012264661972009022,0.00036612114460367405,0.0005211876488418208,3.2059542804657476e-05,0.002757471283354476,3.69503771058227e-05,0.004957500258924977,0.00010211068886597412,0.006054015865009348,0.00024369009113884904
good/蛋28.xlsx,0,1.1290664677054482e-07,3.067679307576528e-09,8.376552676679334e-07,3.4164885767925174e-08,3.1562276996230365e-07,1.147707102555952e-08,1.3131951392117225e-06,6.879202070464199e-08,1.3798137636393486e-07,7.996102110133858e-09,6468.75,0.0,22031.25,93.75,7117.836801931971,60.206011644255796,11193.786111206215,200.13132643189056,5.42738901655444,0.01256798129621206,5.46531081440499,0.016195647793283197,0.015785007812500078,3.880468750001691e-05,1.9301279313855995,0.1089292279586429,0.009910937500000161,1.7187499999904432e-05,8.083811398051921e-17,9.63349770325787e-17,0.018500000000000072,0.000500000000000056,0.0018134327464223799,2.2290073651162973e-06,-0.11488154848612109,0.06970346684340072,0.0018134327464223803,2.229007365116189e-06,0.4185246926443009,0.00489685351114813,8.37732719596479e-05,2.3360567564199435e-06,7.974439347871896e-05,1.7600989347701766e-06,6.486556121106617e-05,3.949896399473867e-07,4.0697571250334356e-05,1.6374220945047491e-06,7.470511101998481e-05,5.19255347783221e-07,4.259259586886941e-05,1.0572909092292859e-06,9.628192193931078e-05,7.039444927832693e-07,9.629116602390589e-05,1.2804847594119817e-06,6.186536294920149e-05,3.4383912367384577e-07,4.574456901233432e-05,2.5481087662344088e-06,7.503388734669491e-05,1.7362099707467205e-08,6.44326810182865e-05,9.7473557970991e-07,0.0009436321820146597,1.4591499587886519e-05,0.0005710438757221489,6.570141534591292e-05,0.002798742342897222,0.0002755358365898915,0.0052348165240062375,0.0002272924635420815,0.006334328723674528,1.8250775006637028e-05
good/蛋29.xlsx,0,1.44586801594189e-07,2.816782147841694e-09,8.097373808179441e-07,3.9790610250396125e-10,3.093428705681121e-07,6.3850384046466635e-09,1.2552557746360694e-06,3.238403695098528e-08,1.6785226063632766e-07,2.1702521867574636e-09,6421.875,0.0,22054.6875,23.4375,7246.049234194019,18.676745296926583,10994.848184092052,17.607186354865917,5.483795333141545,0.0009619190336835892,5.271611145682549,0.24490668981069863,0.01579447958333341,0.0002000004166666739,1.8921518589830248,0.06771470016907388,0.009565208333333408,0.0005047916666666152,-8.164765160264171e-17,4.7184478546569195e-18,0.01849999999999996,0.0004999999999999449,0.0018139417497256235,1.1485140986066994e-05,-0.27368746901419694,0.033774621969500096,0.0018139417497256235,1.1485140986066994e-05,0.42592206709731195,0.0025005209418628993,9.226452589364411e-05,5.0864238522685076e-06,0.00010163242741258999,1.1915828822758076e-06,6.449452950044033e-05,6.190037096648202e-08,3.870434147755957e-05,3.5439250153689115e-07,7.324143434792057e-05,2.148372083457917e-06,4.471577412560988e-05,1.1611721357684158e-06,9.511815017517844e-05,7.628292460179937e-07,9.111197230664975e-05,4.3568313063349374e-07,6.498922754536819e-05,1.4742325521931258e-06,5.260916631025227e-05,2.0876095877925114e-06,7.505965850658207e-05,7.257195055772805e-07,6.285145312193355e-05,7.431651035559654e-08,0.0012029291026247589,5.187843996037672e-05,0.0005196643389935856,3.3269275498985437e-06,0.002692260235883706,3.073859419380092e-05,0.005099684960392637,2.761809943647997e-05,0.00638752050324139,8.490702079523007e-05
good/蛋3.xlsx,0,5.509876601368349e-08,1.4804398662140133e-08,7.426963899580911e-07,3.1258030859424646e-08,2.572346697366736e-07,8.531031310095975e-09,1.209300698835043e-06,2.1811846465224516e-09,8.548310963792658e-08,2.96702106034622e-09,6468.75,0.0,22125.0,46.875,6961.892399398183,5.330338064022726,11538.758841349987,58.956474448416884,5.362923666311113,0.01874453151383726,5.344291652548621,0.5131055472322332,0.014779677395833472,0.0003184692708333445,2.006447871706781,0.26154457774388185,0.009386979166666642,0.0010013541666665793,1.020017403874363e-17,8.870219373828074e-17,0.01749999999999996,0.0014999999999999458,0.0017546344360495397,1.8906435264751066e-05,-0.2243880457559415,0.028430046794034672,0.00175463443604954,1.8906435264750957e-05,0.41508647634923945,0.00458428839341532,6.824011821645989e-05,7.826045276737101e-06,4.83920617697533e-05,1.0887195354954736e-05,6.332181174941814e-05,7.979575910561115e-07,3.9456762615782355e-05,5.506263038327669e-07,6.871361195462812e-05,1.3968943713395934e-06,4.1289571280710696e-05,2.5668493909496946e-07,9.467809932641662e-05,7.899401291966548e-08,9.65618892184058e-05,1.5853951081818484e-06,5.679143215266303e-05,2.406160257480968e-07,3.251219262724124e-05,3.624675772744056e-07,7.269542332277322e-05,7.584602470334526e-07,6.352627278722605e-05,8.540080916565857e-07,0.0005875415593700451,7.381010284752862e-05,0.0005050276717509815,5.041328623725462e-06,0.0024292382550306323,6.844560656446412e-05,0.005007245554735668,6.211304984163812e-05,0.006289440324372305,0.00010993953271955627
good/蛋30.xlsx,0,2.2358071338219263e-07,8.260122289013358e-08,8.260309579588586e-07,4.0279972552752835e-08,2.9202512935702715e-07,2.3619179594054575e-08,1.2321581885342222e-06,7.581046604189026e-09,1.8691423801904066e-07,3.847682394026175e-08,6421.875,0.0,21070.3125,398.4375,7236.653717128106,120.60184203577501,10441.72387497529,370.3135264977691,5.446780651671275,0.003697037241269463,6.495235045903874,0.6977355256168436,0.016372991458333402,0.0007640166666666847,2.1879973649216664,0.005369193654659377,0.011962708333333238,0.0010083333333333888,-6.543376951384516e-17,5.3822687047973736e-17,0.020499999999999963,0.0015000000000000568,0.001846397039384506,4.310290135158359e-05,-0.13432814342052374,0.015163533533063663,0.0018463970393845057,4.31029013515837e-05,0.42477599499895813,0.0019795790789747802,0.0001029799600108566,7.1178304855708225e-06,0.00012902841321515935,2.8942743164489686e-05,6.645128508841574e-05,1.2058430654153166e-06,4.279863239336774e-05,1.3086189087558e-06,7.463626411637772e-05,4.582043944470795e-06,4.337345755018591e-05,4.3951549112776814e-06,9.568762854671658e-05,1.1419403406824445e-07,9.635326932045659e-05,1.286870185431051e-07,6.595825712319225e-05,1.1486199838902253e-06,6.158969587321457e-05,1.0565368705547804e-05,7.618588495745198e-05,1.3105331991769556e-06,6.823727021935025e-05,2.729874401403504e-06,0.001521619480386792,0.0004212033913313138,0.0006056353076394511,9.60584906823423e-05,0.002694793748557447,9.955033180648063e-05,0.005146771168423945,4.5281510481793436e-06,0.006471683747342441,0.00018604813147570908
good/蛋4.xlsx,0,5.2121998838187397e-08,6.367713463512756e-09,7.670129037338032e-07,4.518353816743698e-08,2.6835714253311365e-07,2.447203433832955e-09,1.2426870300138203e-06,1.8017790025699538e-08,9.350776539801272e-08,1.0326520183331913e-08,6421.875,46.875,22031.25,46.875,6884.426013606984,10.638327542891147,11438.165296730931,261.48672665985214,5.402163513793745,0.024837765138503,5.997576534533118,1.116019181145508,0.014734548958333454,7.329916666666547e-05,2.6814196121289524,0.39811499250766014,0.010512916666666539,0.001981458333333186,-1.6308713638816623e-16,8.180955912706624e-17,0.018999999999999906,0.0020000000000000018,0.0017520498588805365,4.357940969778955e-06,-0.2041661332609262,0.06235599537072707,0.0017520498588805365,4.357940969778955e-06,0.40862679724942697,0.0010418837257761826,6.966476847711437e-05,3.8092763731754407e-06,4.2228961713692016e-05,5.34209503022446e-06,6.271642969651409e-05,1.004283266741856e-06,4.049102108598179e-05,2.82619792742589e-07,7.003268989680557e-05,5.393784288896611e-07,4.27290634411583e-05,1.0238518267992493e-06,9.485582366686925e-05,1.5747125266979986e-07,9.473874926371092e-05,3.287733228817517e-06,5.944470527254189e-05,2.642766266576659e-06,3.339431640101943e-05,1.0497569402313092e-06,7.240241840133181e-05,2.3693269839729152e-07,6.211516119988634e-05,1.952674311662559e-06,0.0005775678356934654,9.681038201732786e-05,0.0005403222391175888,1.1000075884453882e-05,0.002564941268412652,7.006972413349652e-05,0.004954324233072467,5.795782338615697e-05,0.006204251533825537,0.0002250459853413351
good/蛋5.xlsx,0,6.368577139423308e-08,1.5548540313588235e-09,7.931912698914965e-07,4.7452972150372964e-08,2.6684880872952364e-07,3.557933356824573e-09,1.23980757082358e-06,3.3235791761333095e-08,1.142437306712068e-07,5.020660941408822e-09,6421.875,0.0,22148.4375,23.4375,7022.527063534397,3.209043265283526,11587.406201502024,181.2146281744108,5.403466139296728,0.025999214545028515,5.1344076171840936,0.23097244593088506,0.014818438958333468,0.0003416108333333242,2.0896958507320256,0.045303864471766264,0.009025416666666786,0.000509791666666759,-5.088522196198634e-17,1.1042093165751037e-16,0.018000000000000016,0.001000000000000112,0.0017569190540672412,2.0253899417379032e-05,-0.14586589433978364,0.019694923857694127,0.0017569190540672412,2.0253899417379032e-05,0.4151906647218171,0.009064388414252972,7.513387375470754e-05,3.140059114134554e-06,5.3498348281543384e-05,2.9216244715545292e-06,6.343089603629408e-05,4.826264037204655e-08,3.95528454987682e-05,4.0842122682955347e-07,6.938610704663046e-05,4.192202930501223e-07,3.9886275870662845e-05,2.3695823232628018e-07,9.267189462972892e-05,1.0447466040001868e-06,9.455238294082469e-05,4.502581155149393e-06,5.843806695568572e-05,1.1295431607754026e-06,4.050971616946495e-05,4.889848589660807e-07,7.259946764097018e-05,3.7565388963850993e-07,6.281747284404539e-05,2.9483606558350403e-06,0.0006815434091861478,2.784320698458279e-05,0.00048766587676880293,1.4222188485820417e-05,0.0024764652235780915,0.00022878524401941385,0.004863418700988458,4.606810843775337e-05,0.0063676387970781545,0.00014808061533953896
